customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Cuentas_Diarias
6855-VLGOS,0,Male,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,0,Electronic check,20.55,1432.55,0.68
6856-RAURS,0,Female,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.9,136.05,2.46
6857-TKDJV,0,Male,0,1,1,67,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.65,1620.45,0.81
6857-VWJDT,1,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,95.65,95.65,3.14
6859-QNXIQ,0,Female,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),113.1,8248.5,3.72
6859-RKMZJ,0,Male,0,1,0,11,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),55.05,608.15,1.81
6860-YRJZP,0,Male,1,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.05,678.45,2.43
6861-OKBCE,1,Female,0,0,1,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.1,221.35,0.66
6861-XWTWQ,1,Male,1,1,0,7,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.25,665.45,3.26
6862-CQUMB,0,Male,0,0,0,37,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),96.1,3646.8,3.16
6865-JZNKO,0,Female,0,0,0,30,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),55.3,1530.6,1.82
6867-ACCZI,0,Female,0,1,1,24,0,0,DSL,1,1,1,1,0,1,Two year,1,Mailed check,52.5,1208.15,1.72
6869-FGJJC,0,Male,0,0,0,68,1,0,Fiber optic,0,1,1,0,0,0,One year,0,Credit card (automatic),79.6,5461.45,2.61
6870-ECSHE,0,Female,0,0,0,2,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.45,34.8,0.67
6870-ZWMNX,0,Male,0,1,0,70,1,1,DSL,0,1,1,1,1,0,Two year,0,Credit card (automatic),76.1,5264.25,2.5
6872-HXFNF,0,Female,0,1,0,64,1,1,DSL,0,0,1,1,0,0,One year,0,Bank transfer (automatic),58.35,3756.45,1.92
6873-UDNLD,0,Male,0,0,0,40,1,0,DSL,1,0,1,0,0,1,Month-to-month,0,Electronic check,67.45,2731.0,2.22
6874-SGLHU,0,Male,0,0,0,30,1,0,Fiber optic,0,1,0,0,1,1,One year,1,Bank transfer (automatic),97.0,3021.3,3.19
6876-ADESB,1,Male,0,0,1,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,48.95,48.95,1.61
6877-LGWXO,1,Male,1,1,0,18,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,78.55,1422.65,2.58
6877-TJMBR,1,Male,0,1,0,1,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,84.8,84.8,2.79
6878-GGDWG,0,Female,0,1,0,32,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.4,641.15,0.64
6885-PKOAM,0,Female,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),85.75,6223.8,2.82
6888-SBYAI,0,Male,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,50.7,50.7,1.67
6890-PFRQX,0,Male,0,0,0,18,1,1,DSL,1,0,1,0,1,0,Month-to-month,0,Mailed check,69.5,1199.4,2.28
6891-JPYFF,0,Female,0,1,1,48,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),105.25,4997.5,3.46
6892-BOGQE,0,Female,0,1,0,71,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.9,1493.2,0.69
6892-EZDTG,1,Female,0,1,0,4,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,91.65,365.4,3.01
6892-XPFPU,1,Male,1,1,0,24,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.25,2433.9,3.42
6893-ODYYE,0,Male,0,0,0,50,1,0,Fiber optic,1,1,1,1,0,0,One year,1,Credit card (automatic),90.1,4549.45,2.96
6894-LFHLY,1,Male,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.75,75.75,2.49
6895-ZJKIO,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.9,19.9,0.65
6896-SRVYQ,0,Male,1,0,0,44,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,73.85,3122.4,2.43
6897-RWMUB,0,Male,0,1,1,61,1,0,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),68.05,4158.25,2.24
6897-UUBNU,0,Male,0,0,0,29,1,0,Fiber optic,0,1,0,1,1,0,Month-to-month,0,Mailed check,89.65,2623.65,2.95
6898-MDLZW,0,Male,0,0,0,12,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,53.75,648.65,1.77
6898-RBTLU,0,Female,0,1,1,49,1,1,DSL,0,1,0,1,1,1,Two year,0,Bank transfer (automatic),79.3,3902.45,2.61
6899-PPEEA,1,Female,1,0,0,37,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.55,3580.3,3.17
6900-PXRMS,1,Male,1,1,1,26,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,105.75,2710.25,3.47
6900-RBKER,0,Male,0,0,0,52,1,1,Fiber optic,0,0,1,0,0,1,Two year,1,Credit card (automatic),89.45,4577.75,2.94
6901-GOGZG,0,Male,0,0,1,60,1,1,DSL,1,0,1,1,1,1,Two year,1,Electronic check,84.95,4984.85,2.79
6904-JLBGY,0,Female,1,0,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),117.35,8436.25,3.86
6905-NIQIN,1,Male,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,50.65,50.65,1.66
6906-ANDWJ,1,Male,0,1,1,15,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.9,1107.25,2.46
6906-MPARY,0,Male,0,0,0,40,1,0,Fiber optic,0,1,0,1,0,1,One year,1,Credit card (automatic),89.6,3488.15,2.94
6907-CQGPN,0,Male,0,0,0,29,0,0,DSL,0,1,0,1,0,0,Month-to-month,0,Electronic check,34.3,1004.75,1.13
6907-FLBER,0,Male,0,0,0,1,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,54.3,54.3,1.78
6907-NZZIJ,1,Female,0,0,0,36,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.15,3615.6,3.26
6908-VVYHM,0,Male,0,1,0,65,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,90.65,5931.0,2.98
6910-HADCM,1,Female,0,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,76.35,76.35,2.51
6916-HIJSE,0,Female,0,0,0,65,1,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.85,5459.2,2.79
6917-FIJHC,0,Female,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,26.0,1776.0,0.85
6917-IAYHD,0,Male,0,0,1,1,0,0,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,33.6,33.6,1.1
6917-YACBP,0,Female,1,0,0,59,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Electronic check,89.75,5496.9,2.95
6918-UMQCG,0,Female,0,0,0,5,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,80.2,384.25,2.63
6919-ELBGL,0,Male,1,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.95,8196.4,3.78
6921-OZMFH,0,Male,0,1,1,5,1,1,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,55.7,259.4,1.83
6922-NCEDI,0,Male,0,0,1,56,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,21.2,1238.65,0.7
6923-AQONU,0,Male,0,1,1,23,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.9,454.0,0.69
6923-EFPNL,1,Male,0,0,0,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),51.75,201.1,1.7
6923-JHPMP,0,Female,0,0,0,2,1,0,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,80.45,137.1,2.64
6924-TDGMT,0,Male,0,1,0,11,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.55,184.95,0.68
6925-BAYGL,0,Female,1,1,0,53,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.1,1275.6,0.82
6927-WTFIV,1,Male,1,0,0,20,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),71.3,1389.2,2.34
6928-ONTRW,0,Female,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.7,1379.8,0.65
6933-FHBZC,0,Female,0,0,0,26,1,0,DSL,0,1,1,0,0,0,One year,1,Mailed check,56.05,1553.2,1.84
6933-VLYFX,0,Male,0,1,1,31,0,0,DSL,1,0,1,1,1,1,One year,0,Electronic check,59.95,1848.8,1.97
6937-GCDGQ,0,Male,0,1,1,19,1,0,DSL,1,0,0,0,0,0,One year,1,Bank transfer (automatic),48.95,955.6,1.61
6941-KXRRV,0,Female,1,1,0,48,1,0,DSL,0,1,0,0,0,1,One year,1,Bank transfer (automatic),58.95,2789.7,1.94
6941-PMGEP,1,Female,0,0,0,5,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.0,412.5,2.63
6942-LBFDP,0,Female,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.55,33.6,0.68
6946-LMSQS,1,Male,1,1,0,25,1,1,Fiber optic,1,0,0,0,0,1,One year,1,Electronic check,89.05,2177.45,2.93
6950-TWMYB,0,Male,0,1,1,54,1,0,Fiber optic,0,1,0,1,0,0,Two year,1,Bank transfer (automatic),79.95,4362.05,2.63
6952-OMNWB,0,Male,1,1,0,68,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),80.35,5589.3,2.64
6953-PBDIN,0,Male,0,1,0,70,1,1,DSL,0,1,1,1,1,0,Two year,0,Bank transfer (automatic),72.95,5265.55,2.4
6954-OOYZZ,0,Male,0,1,0,18,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.35,768.05,1.46
6956-SMUCM,1,Female,0,0,0,3,1,0,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Credit card (automatic),99.0,287.4,3.25
6959-GQEGV,0,Male,0,0,0,45,1,0,DSL,1,0,1,0,1,1,Month-to-month,1,Electronic check,75.95,3273.8,2.5
6959-UWKHF,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,42.9,42.9,1.41
6960-HVYXR,1,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,76.0,76.0,2.5
6961-MJKBO,0,Male,0,0,0,47,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.45,943.0,0.67
6961-VCPMC,1,Male,1,1,0,46,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.4,3605.2,2.64
6963-EZQEE,0,Male,1,1,0,70,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),88.55,6306.5,2.91
6963-KQYQB,0,Female,0,1,1,70,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.05,1764.75,0.79
6967-PEJLL,0,Male,0,1,1,37,0,0,DSL,1,0,1,1,0,0,One year,1,Electronic check,40.2,1525.35,1.32
6967-QIQRV,0,Male,0,1,1,15,1,0,Fiber optic,1,0,0,1,1,1,One year,0,Electronic check,101.9,1667.25,3.35
6968-GMKPR,0,Female,0,0,0,55,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,81.55,4509.5,2.68
6968-MHOMU,0,Male,0,1,0,58,0,0,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),45.0,2689.35,1.48
6968-URWQU,0,Male,0,1,0,43,1,0,DSL,0,0,0,0,1,0,One year,1,Mailed check,56.35,2391.15,1.85
6969-MVBAI,0,Female,1,0,0,9,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,90.1,816.8,2.96
6972-SNKKW,0,Female,0,0,0,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,109.2,0.66
6974-DAFLI,0,Female,0,1,0,55,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.7,1140.05,0.65
6976-BWGLQ,0,Female,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.2,1787.35,0.83
6979-TNDEU,0,Female,0,0,0,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.2,156.85,0.63
6979-ZNSFF,1,Female,0,0,0,8,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,87.05,762.1,2.86
6980-CDGFC,0,Female,0,1,0,67,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),20.85,1327.4,0.68
6980-IMXXE,0,Female,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.2,1412.65,0.66
6981-TDRFT,0,Male,0,1,1,44,0,0,DSL,0,0,1,1,1,1,One year,1,Electronic check,54.3,2317.1,1.78
6982-SSHFK,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.4,44.4,1.46
6982-UQZLY,1,Female,1,1,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.85,20.85,0.68
6985-HAYWX,0,Female,0,1,0,26,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),79.3,2015.8,2.61
6986-IJDHX,1,Male,0,1,1,39,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Mailed check,86.3,3266.0,2.84
6986-IXNDM,0,Male,0,0,0,14,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,92.9,1337.45,3.05
6987-XQSJT,1,Female,1,0,0,54,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.5,4370.25,2.61
6988-CJEYV,0,Male,0,0,0,49,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,98.7,4920.55,3.24
6990-YNRIO,1,Male,0,1,1,65,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),108.65,6937.95,3.57
6992-TKNYO,0,Male,0,1,0,38,1,1,DSL,0,0,1,1,0,1,One year,0,Credit card (automatic),69.0,2669.45,2.27
6993-OHLXR,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,68.95,119.75,2.27
6993-YCOBK,0,Male,0,1,1,60,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,110.6,6586.85,3.63
6993-YGFJV,0,Male,0,1,0,69,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),112.55,7806.5,3.7
6994-FGRHH,0,Male,0,1,1,70,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,106.15,7475.1,3.49
6994-KERXL,0,Male,0,0,0,4,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.9,238.5,1.84
6994-ORCWG,0,Female,0,0,0,14,1,1,DSL,0,1,0,0,0,0,One year,1,Mailed check,54.25,773.2,1.78
6996-KNSML,1,Female,0,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,74.9,74.9,2.46
6997-UVGOX,0,Male,0,1,1,71,1,0,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),85.45,6029.9,2.81
6999-CHVCF,0,Male,0,0,0,68,1,1,Fiber optic,1,1,1,0,0,1,Two year,1,Bank transfer (automatic),102.1,7149.35,3.35
7000-WCEVQ,1,Female,1,0,0,20,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,61.6,1174.35,2.02
7005-CCBKV,1,Male,0,0,0,6,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,84.4,556.35,2.77
7005-CYUIL,0,Female,1,1,0,71,1,0,Fiber optic,1,1,1,1,1,0,Two year,1,Electronic check,99.4,7168.25,3.27
7008-LZVOZ,0,Male,0,1,1,66,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.3,1672.35,0.83
7009-LGECI,0,Female,0,0,0,4,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),50.55,235.65,1.66
7009-PCARS,0,Male,0,0,1,55,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.1,1001.5,0.63
7010-BRBUU,0,Male,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.1,1734.65,0.79
7010-ZMVBF,0,Female,0,1,1,18,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.45,357.0,0.67
7011-CVEUC,0,Male,0,1,0,25,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),95.7,2338.35,3.14
7013-PSXHK,0,Female,0,0,0,40,1,1,DSL,0,0,1,1,1,1,One year,1,Mailed check,80.75,3208.65,2.65
7014-ZZXAW,0,Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.25,1732.95,0.8
7016-BPGEU,1,Female,0,0,0,29,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),25.1,712.85,0.82
7016-NVRIC,0,Male,1,1,0,29,1,0,Fiber optic,1,0,1,0,0,1,One year,0,Bank transfer (automatic),90.1,2656.7,2.96
7017-VFHAY,0,Female,0,1,1,61,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.1,7008.15,3.78
7017-VFULY,0,Female,0,1,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.1,43.15,0.66
7018-FPXHH,0,Male,0,1,1,56,1,0,DSL,1,1,1,0,0,0,Two year,1,Bank transfer (automatic),59.8,3457.45,1.96
7018-WBJNK,0,Male,0,0,1,13,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),78.3,1033.95,2.57
7020-OZKXZ,0,Female,1,0,0,9,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Credit card (automatic),75.5,637.4,2.48
7021-XSNYE,0,Male,0,1,1,7,0,0,DSL,1,0,1,1,0,1,Two year,0,Credit card (automatic),49.65,305.55,1.63
7024-OHCCK,1,Female,1,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.85,170.85,3.08
7025-IWFHT,0,Male,0,0,0,41,1,0,Fiber optic,0,1,0,1,1,0,One year,1,Electronic check,89.55,3729.75,2.94
7025-WCBNE,0,Male,1,0,0,47,1,1,DSL,0,1,0,1,0,0,Two year,0,Bank transfer (automatic),59.6,2754.0,1.96
7026-TPCZX,0,Male,0,1,1,69,1,0,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),106.35,7261.75,3.49
7026-YMSBE,0,Male,0,0,0,30,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.7,625.05,0.65
7028-DVOIQ,1,Male,1,0,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.05,3395.8,3.25
7029-IJEJK,0,Female,0,0,0,54,0,0,DSL,1,0,0,1,0,1,One year,0,Bank transfer (automatic),44.1,2369.7,1.45
7029-RPUAV,1,Male,1,1,0,17,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),100.45,1622.45,3.3
7030-FZTFM,0,Male,0,1,1,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Credit card (automatic),110.9,7922.75,3.64
7030-NJVDP,0,Male,0,1,0,24,1,0,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Electronic check,89.25,2210.2,2.93
7032-LMBHI,0,Female,0,0,0,37,1,1,DSL,1,0,0,0,1,0,One year,0,Bank transfer (automatic),64.65,2347.85,2.12
7033-CLAMM,0,Female,0,1,1,48,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.2,1027.25,0.66
7036-TYDEC,0,Female,0,0,0,69,1,1,Fiber optic,0,0,1,1,1,1,Two year,0,Electronic check,104.0,7028.5,3.42
7036-ZZKBD,0,Male,0,1,0,31,1,0,DSL,0,0,1,1,0,1,Month-to-month,1,Credit card (automatic),66.4,2019.8,2.18
7037-MTYVW,0,Male,0,1,1,38,1,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),85.4,3297.0,2.81
7041-TXQJH,0,Female,0,0,0,37,0,0,DSL,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),40.2,1478.85,1.32
7044-YAACC,0,Male,1,1,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.2,280.35,2.31
7047-FWEYA,0,Female,0,1,0,46,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,103.15,4594.65,3.39
7047-YXDMZ,0,Male,0,0,0,21,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,417.7,0.66
7048-GXDAY,0,Male,0,0,0,39,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Electronic check,106.4,4040.65,3.5
7049-GKVZY,0,Female,0,0,0,17,1,0,DSL,1,1,0,1,1,1,One year,0,Credit card (automatic),79.85,1387.35,2.62
7054-DMVAS,0,Male,0,0,0,54,1,0,DSL,1,1,0,0,1,0,Two year,1,Bank transfer (automatic),65.3,3512.9,2.15
7054-ENNGU,0,Female,0,1,0,9,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,50.85,466.6,1.67
7054-LGEQW,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.95,45.95,1.51
7055-HNEOJ,0,Male,0,1,0,3,1,0,DSL,0,0,1,1,0,0,Month-to-month,1,Mailed check,55.8,154.55,1.83
7055-JCGNI,0,Female,0,0,0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),111.95,7795.95,3.68
7055-VKGDA,1,Male,0,0,0,54,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),105.4,5643.4,3.46
7056-IMHCC,1,Male,1,1,0,53,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.9,5549.4,3.35
7061-OVMIM,0,Female,0,1,1,30,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.55,608.5,0.64
7064-FRRSW,0,Male,1,0,0,48,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Electronic check,99.0,4744.35,3.25
7064-JHXCE,0,Male,0,1,1,62,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.05,1263.9,0.66
7065-YUNRY,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.3,45.3,1.49
7067-KSAZT,1,Female,1,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,106.25,6979.8,3.49
7069-PURBI,0,Female,0,1,0,14,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.4,292.4,0.67
7072-MBHEV,0,Female,1,1,1,11,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),78.1,864.85,2.57
7073-QETQY,0,Male,0,1,1,66,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,20.35,1359.5,0.67
7074-IEVOJ,1,Female,1,0,0,3,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.4,205.05,2.61
7074-STDCN,0,Male,0,0,0,39,0,0,DSL,0,0,0,1,0,1,Month-to-month,1,Electronic check,40.6,1494.5,1.33
7075-BNDVQ,0,Female,0,0,0,4,0,0,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,35.0,135.75,1.15
7077-XJMET,0,Male,0,1,0,12,1,0,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,74.15,741.4,2.44
7078-NVFAM,0,Female,0,1,1,32,0,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,35.15,1051.05,1.15
7079-QRCBC,1,Female,0,0,0,24,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.75,2407.3,3.24
7080-TNUWP,0,Male,0,1,0,70,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Bank transfer (automatic),95.0,6602.9,3.12
7083-MIOPC,0,Female,0,0,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.25,1566.9,0.67
7083-YNSKY,1,Female,0,0,0,15,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),25.4,399.6,0.83
7088-FBAWU,0,Female,0,1,1,17,1,0,DSL,1,1,0,0,1,1,Month-to-month,0,Mailed check,74.55,1215.8,2.45
7089-IVVAZ,1,Female,0,0,0,8,1,1,Fiber optic,1,0,0,1,1,1,Month-to-month,1,Bank transfer (automatic),103.35,847.3,3.4
7089-RKVSZ,0,Male,0,1,1,8,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,24.4,203.95,0.8
7089-XXAYG,0,Male,0,1,0,25,0,0,DSL,0,0,1,0,1,0,One year,1,Credit card (automatic),38.1,970.4,1.25
7094-MSZAO,0,Male,0,1,1,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.05,218.5,0.66
7096-UCLNH,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,0.66
7096-ZNBZI,0,Female,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),26.45,1914.5,0.87
7100-FQPRV,0,Male,0,1,1,43,1,1,DSL,1,0,0,1,0,1,One year,1,Credit card (automatic),71.9,3173.35,2.36
7101-HRBLJ,0,Female,0,1,1,72,1,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),83.7,6096.9,2.75
7102-JJVTX,0,Female,0,1,1,9,1,0,DSL,1,0,0,0,0,0,One year,0,Mailed check,48.6,422.3,1.6
7103-IPXPJ,0,Male,0,1,0,50,1,1,Fiber optic,0,0,0,1,1,1,One year,0,Electronic check,99.4,5059.75,3.27
7103-ZGVNT,0,Female,0,1,1,69,1,1,DSL,1,1,0,1,1,0,One year,0,Credit card (automatic),73.7,4885.85,2.42
7105-BENQF,0,Male,0,0,1,15,1,0,DSL,1,0,1,0,0,1,One year,0,Mailed check,64.85,950.75,2.13
7105-MXJLL,0,Female,1,1,0,26,1,0,DSL,0,0,1,0,0,1,One year,0,Mailed check,60.7,1597.4,1.99
7107-UBYKY,0,Female,0,1,1,35,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.75,882.55,0.85
7108-DGVUU,0,Female,1,1,0,21,1,1,DSL,0,1,1,0,0,1,One year,0,Bank transfer (automatic),71.7,1497.05,2.36
